name,photo_url,growth_form,care_difficulty,management_level,water_period_spring,water_period_summer,water_period_autumn,water_period_winter,growth_temp,sunlight,humidity,flower,content
팬더 고무나무,http://www.nongsaro.go.kr/cms_contents/301/13242_MF_ATTACH_01_TMB.jpg,관목형,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,판다고무나무는 말레이시아로부터 보르네오에 이르기까지 동남아시아지역 아열대기후에서 자라는 키큰 나무이다. 이 나무는 벤자민 나무의 일종으로서 자생지에서 거대한 원기둥 줄기와 나뭇가지들로부터 무수한 공기뿌리들을 내리 뻗으면서 자란다. 잎새는 일반 벤자민보다 광택이 많이 나며 두텁고 둥근 형태를 띠고 있다. 모든 벤자민 종류의 나무들 중에서도 실내의 빛이 부족한 환경에 적응하는 힘이 강하며 잎이 덜 떨어지는 편으로 기르기가 상대적으로 쉬운 나무이다. 통풍이 잘 되는 고온 다습한 장마철과 같은 환경조건에서는 무수한 공기뿌리들이 자라나오는 것을 볼 수 있다. 전지를 하고나서 맹아력이 강하므로 원하는 형태의 수형(토피아리)을 만들어 나갈 수 있는 것이 큰 특징이다. 잎이 크고 넓은 나무들 중에서 토피아리형태로도 즐길 수 있는 몇 안되는 나무중 하나라 할 수 있다
팻츠헤데라,http://www.nongsaro.go.kr/cms_contents/301/13253_MF_ATTACH_01_TMB.jpg,직립형,보통 (약간 잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,펫츠 헤데라는 광택이 있는 단풍잎 모양을 가진 덩굴 식물로 아이비라고 불리기도 한다. 짙은 초록색 잎부터 흰색과 노란색 무늬의 잎까지 다양한 종류가 있다. 
페페로미아 오브투시폴리아,http://www.nongsaro.go.kr/cms_contents/301/13240_MF_ATTACH_01_TMB.jpg,"풀모양,다육형",보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,페페로미아 오브투시폴리아는 줄기가 덩굴처럼 땅으로 뻗거나 나무를 기어오르며 가지를 낸다. 시중에서는 청페페로 유통된다. 
페페로미아 클루시폴리아,http://www.nongsaro.go.kr/cms_contents/301/13216_MF_REPR_ATTACH_01_TMB.jpg,"풀모양,다육형",보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,페페로미아 클루시폴리아는 시중에서는 홍페페로 유통되며 원산지는 열대 남아메리카이다. 통풍이 좋은 밝은 그늘에서 관리하는 것을 추천한다.
페페로미아 푸테올라타,http://www.nongsaro.go.kr/cms_contents/301/13215_MF_REPR_ATTACH_01_TMB.jpg,"풀모양,다육형",필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"관엽식물 가운데서는 실내식물로서 다루어지는 것이 많고, 소분식의 수요가 많아지고 있다. 그 가운데서 페페로미아는 대표적인 종류이기도 하다. 페페로미아는 세계의 열대, 아열대 각지에 약 500종 이상이 자생되는 1년초 또는 다년초로 추위에 좀 약한 편이나, 작은 분식물로는 변화가 많고 연중 출하할 수 있다는 특색이 있으며 번식도 용이하다. 이 식물은 소형 다즙(多汁)질의 초본으로 잎은 호생 또는 대생되고, 윤생되기도 한다. 잎은 일반적으로 전록(全綠) 다육질로 무늬나 반점이 있다."
포인세티아,http://www.nongsaro.go.kr/cms_contents/301/13214_MF_ATTACH_01_TMB.jpg,관목형,필요함,경험자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,21~25℃,"높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,겨울",추위에 약한 식물로 온도가 낮으면 잎이 덜어진다. 잎에서 나오는 흰색 즙액은 피부나 눈에 염증을 일으킬 수 있으므로 조심한다.
폴리시아스,http://www.nongsaro.go.kr/cms_contents/301/13213_MF_ATTACH_01_TMB.jpg,관목형,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,풍성하고 섬세한 잎과 부드럽게 늘어뜨려진 가지에 매력이 있어 인기가 있음
푸밀라고무나무,http://www.nongsaro.go.kr/cms_contents/301/13212_MF_ATTACH_01_TMB.jpg,덩굴성,필요함,경험자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"가는 줄기가 덩굴모양으로 뻗어 나가지만 고무나무류이다. 헤고를 써서 재배하거나 덩굴 만들기를 즐길 수 있다.
2cm 가량의 작은 잎이지만 고무나무와 마찬가지로 햇빛을 좋아하므로 베란다 등의 관상으로 이용하면 좋다."
프테리스,http://www.nongsaro.go.kr/cms_contents/301/13211_MF_REPR_ATTACH_01_TMB.jpg,풀모양,보통 (약간 잘 견딤),초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",70% 이상,,긴 잎의 중앙에 흰 무늬가 있는 관엽식물이고 잎은 우상복엽으로 1-3쌍이고 길이는 비교적 짧으며 모양과 색깔 무늬가 다양하고 아름답다
피라칸사스,http://www.nongsaro.go.kr/cms_contents/301/13209_MF_ATTACH_01_TMB.jpg,관목형,낮음 (잘 견딤),경험자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"높은 광도(1,500~10,000 Lux)",40 ~ 70%,봄,"피라칸사스는 200cm 까지 자라는 상록활엽관목으로 맹아력이 강하고 잎이 조밀하다. 꽃과 열매가 겨울, 봄 내내 달려있어 관상가치가 높다. "
피토니아 핑크스타,http://www.nongsaro.go.kr/cms_contents/301/13251_MF_ATTACH_01_TMB.jpg,풀모양,특별 관리 요구,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"고온다습하고 통풍이 원활한 밝은 그늘이나 반그늘에서 잘 자란다. 
생장이 느리고 잎 주변에 지속적인 수분과 따뜻함을 요구하고 공중습도 유지가 제일 중요하다."
피토니아 화이트스타,http://www.nongsaro.go.kr/cms_contents/301/13197_MF_ATTACH_01_TMB.jpg,풀모양,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"고온다습하고 통풍이 원활한 밝은 그늘이나 반그늘에서 잘 자란다. 

갑자기 강한 햇빛에 노출되면 잎이 타기 쉽다."
픽투라툼 접란,http://www.nongsaro.go.kr/cms_contents/301/13194_MF_REPR_ATTACH_01_TMB.jpg,풀모양,보통 (약간 잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,픽투라툼 접란 뿌리에는 흰색 덩이뿌리가 많다. 잎은 좋고 중앙에 유백색 세로줄 무늬가 있는 것이 특징이다. 
"필레아 글라우카(타라, 블루체인)",http://www.nongsaro.go.kr/cms_contents/301/13193_MF_REPR_ATTACH_01_TMB.jpg,"풀모양,다육형",보통 (약간 잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,필레아 글루아카는 공기정화능력이 탁월하다. 쐐리풀과 식물로서 트리안과 비슷하게 생겼지만 트리안 보다 잎의 크기가 훨씬 작아 앙증맞고 귀여운 분위기를 연출한다. 
필로덴드론 '선라이트',http://www.nongsaro.go.kr/cms_contents/301/13190_MF_ATTACH_01_TMB.jpg,풀모양,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,잎의 광택이 있고 두꺼워서 거친 느낌을 주는것처럼 환경에 적응하는 힘도 크다.
필로덴드론 '제나두',http://www.nongsaro.go.kr/cms_contents/301/13187_MF_ATTACH_01_TMB.jpg,풀모양,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,줄기에서 잎이 떨어진 흔적이 신기하고 오래된 나무와 같은 모양을 한다.
필로덴드론 고엘디,http://www.nongsaro.go.kr/cms_contents/301/13192_MF_ATTACH_01_TMB.jpg,풀모양,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,"필로덴드론 고엘디는 봄, 여름, 가을에는 토양 표면이 말랐을 때 충분히 관수하고  거실, 발코니에 배치하는 것을 추천한다."
필로덴드론 레몬라임,http://www.nongsaro.go.kr/cms_contents/301/13191_MF_ATTACH_01_TMB.jpg,덩굴성,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,필로덴드론 레몬라임은 관엽식물들 중에서도 드물게 형광 빛이 나는 잎을 가진 식물 중 하나이다. 공중 습도가 높은 환경을 좋아한다. 
필로덴드론 셀로움,http://www.nongsaro.go.kr/cms_contents/301/13189_MF_ATTACH_01_TMB.jpg,풀모양,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,필로덴드론 셀로움은 공기 정화 능력이 탁월한 관엽 식물이며 음이온 방출 능력도 우수하다. 
필로덴드론 옥시카르디움,http://www.nongsaro.go.kr/cms_contents/301/13188_MF_ATTACH_01_TMB.jpg,덩굴성,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,필로덴드론 옥시카르디움은 덩굴성이고 하트모양 잎이 있어 아름다운 식물이지만 국내에는 비교적 잘 알려져 있지 않다. 최근에는 취급할 수 있는 곳이 늘어나고 있으며 빛이 약해도 잘 견디고 병충해에도 강하다.
필로덴드론 콩고,http://www.nongsaro.go.kr/cms_contents/301/13249_MF_ATTACH_01_TMB.jpg,풀모양,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,필로덴드론 콩고는 광택이나고 큰 잎을 가진 천남성과 식물이다. 
해마리아,http://www.nongsaro.go.kr/cms_contents/301/12987_MF_REPR_ATTACH_01_TMB.jpg,풀모양,보통 (약간 잘 견딤),전문가,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름",해마리아는 아주 낮은 그늘에서 잘 견딘다. 벨벳 같이 보드랍고 포근한 느낌을 준다.
행운목,http://www.nongsaro.go.kr/cms_contents/301/12983_MF_ATTACH_01_TMB.jpg,직립형,낮음 (잘 견딤),초보자,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,행운목은 몇년에 한 번 꽃을 피우며 그 꽃을 피우는 해에는 행운이 가득하다고 해서 행운목이라는 이름을 가졌다. 
헤테로파낙스 프라그란스 (해피트리),http://www.nongsaro.go.kr/cms_contents/301/12979_MF_ATTACH_01_TMB.jpg,직립형,필요함,경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,헤테로파낙스 프라그란스는 새잎이 반짝일 정도로 윤기가 있고 이름 대문에도 인기있는 실내식물이다. 
협죽도,http://www.nongsaro.go.kr/cms_contents/301/12978_MF_ATTACH_01_TMB.jpg,관목형,낮음 (잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"높은 광도(1,500~10,000 Lux)",40 ~ 70%,여름,쌍떡잎식물속 용담목 협죽도과에 속하는 넓은잎 늘푸른떨기나무이다. 열대·아열대 지방에 널리 분포하는 나무로 원산지는 인도이며 한국에서는 제주도에 자생하여 꽤 흔하게 볼 수 있었지만 후술할 독성 때문에 예전만큼 자주보기 힘들다.
형광스킨답서스,http://www.nongsaro.go.kr/cms_contents/301/12976_MF_ATTACH_01_TMB.jpg,덩굴성,보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,형광스킨답서스는 공기정화능력이 뛰어난 식물이다.
호야,http://www.nongsaro.go.kr/cms_contents/301/12986_MF_REPR_ATTACH_01_TMB.jpg,"덩굴성,다육형",보통 (약간 잘 견딤),경험자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,"봄,여름",호야는 행운을 부르는 꽃으로도 알려져 있으며 직사광선을 피하는 반그늘에서 잘 자란다. 
황금마삭줄,http://www.nongsaro.go.kr/cms_contents/301/12937_MF_ATTACH_03_TMB.jpg,덩굴성,보통 (약간 잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",40 ~ 70%,,황금마삭줄은 겨울에도 싱싱한 젊음을 유지하며 불게 단풍든 잎모양이 예뻐 인기가 많다. 
후피향나무,http://www.nongsaro.go.kr/cms_contents/301/12956_MF_ATTACH_01_TMB.jpg,관목형,낮음 (잘 견딤),초보자,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,16~20℃,"높은 광도(1,500~10,000 Lux)",40 ~ 70%,,광택이 나는 잎과 붉은 열매가 아름답다.
